# ROBOT PARAMETERS: Arm1=1.8460, Arm2=1.6040, MaxSpeed=120.00, Samples=8459
# Generated: 2026-07-20 11:53:55
# WAYPOINTS:
# WP: -1.602082,0.270989,-135.000000,124.338000,50
# WP: -1.740002,0.769999,-116.767000,113.485700,50
# WP: 1.770000,0.970001,12.479080,108.782400,50
# WP: 2.438963,-2.440071,135.000000,0.027976,50
# WP: -2.440071,-2.438963,-135.000000,0.027976,50

Time,X,Z,Theta1,Theta2
0.471,1.093226,1.609251,-15.780920,111.763200
0.472,1.091522,1.610219,-15.840920,111.769500
0.473,1.089817,1.611185,-15.900920,111.775800
0.474,1.088112,1.612149,-15.960920,111.782200
0.475,1.086405,1.613111,-16.020920,111.788500
0.476,1.084697,1.614072,-16.080920,111.794800
0.477,1.082989,1.615031,-16.140920,111.801100
0.478,1.081280,1.615988,-16.200920,111.807500
0.479,1.079570,1.616943,-16.260920,111.813800
0.480,1.077859,1.617896,-16.320920,111.820100
0.481,1.076148,1.618848,-16.380920,111.826500
0.482,1.074435,1.619797,-16.440920,111.832800
0.483,1.072722,1.620745,-16.500920,111.839100
0.484,1.071008,1.621691,-16.560920,111.845400
0.485,1.069293,1.622635,-16.620920,111.851800
0.486,1.067577,1.623578,-16.680920,111.858100
0.487,1.065860,1.624518,-16.740920,111.864400
0.488,1.064143,1.625457,-16.800920,111.870800
0.489,1.062425,1.626394,-16.860920,111.877100
0.490,1.060706,1.627329,-16.920920,111.883400
0.491,1.058986,1.628263,-16.980920,111.889700
0.492,1.057265,1.629194,-17.040920,111.896100
0.493,1.055544,1.630124,-17.100920,111.902400
0.494,1.053821,1.631052,-17.160920,111.908700
0.495,1.052098,1.631978,-17.220920,111.915100
0.496,1.050374,1.632902,-17.280920,111.921400
0.497,1.048650,1.633825,-17.340920,111.927700
0.498,1.046924,1.634745,-17.400920,111.934000
0.499,1.045198,1.635664,-17.460920,111.940400
